"","autoctr","sciname","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","Gravel","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"62",9308,"Cymbacephalus beauforti",13153,9710,9710,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",55797,"hunting macrofauna (predator)",NA,4.5,NA,NA,NA,"Troph of adults from 1 study.",55797,NA,NA,NA,NA,"Lives on sand or rubble substrates of sheltered or semi-exposed reefs to a depth of at least 8 m (Ref. 9710).  Well camouflaged on reefs (Ref. 48635).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2006-01-04T00:00:00.000Z",NA,"2006-01-04T00:00:00.000Z",NA,NA,NA,12826
"63",10736,"Cymbacephalus nematophthalmus",11099,75154,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs in inshore waters of the continental shelf (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,"2008-11-12T00:00:00.000Z",NA,"2013-11-15T00:00:00.000Z",NA,NA,NA,10776
"64",10737,"Cymbacephalus staigeri",14562,75154,75154,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs in inshore waters of the continental shelf (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,"2008-11-12T00:00:00.000Z",NA,"2013-11-16T00:00:00.000Z",NA,NA,NA,15206
"65",2375,"Dasycottus setiger",4281,9073,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9073,"hunting macrofauna (predator)",9073,3.87,0.297,3.48,0.45,"Troph of juv./adults from 2 studies.",9073,3.2,0.4,"Tentative trophic level derived from 1 + troph of a single food item",12622,"Found on soft bottoms (Ref. 2850).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-07-14T00:00:00.000Z",309,"2006-03-14T00:00:00.000Z",NA,NA,NA,4085
"66",8270,"Dendrochirus barberi",8091,2763,2763,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",2763,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,4.2,0.73,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2004-03-08T00:00:00.000Z",NA,"2004-03-08T00:00:00.000Z",NA,NA,NA,7781
"67",2865,"Dendrochirus brachypterus",5145,28183,28183,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",55797,"hunting macrofauna (predator)",55797,3.56,0.41,3.44,0.449999988079071,"Troph of juv./adults from 1 study.",55797,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Common in reef flats and shallow lagoons, in areas with weed-covered rocks on sandy substrates.  Adults often found on sponges and juveniles are sometimes found in small aggregations on remote bommies with 10 or so individuals (Ref. 48635).  Nocturnal.  Feed on small crustaceans (Ref. 37816).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,711,"2001-06-28T00:00:00.000Z",1472,"2008-11-07T00:00:00.000Z",NA,NA,NA,4912
"68",3445,"Dendrochirus zebra",6126,6110,6110,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6110,"hunting macrofauna (predator)",6110,NA,NA,3.56,0.59,NA,6110,4,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found in inshore waters (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,43539,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22T00:00:00.000Z",1472,"2008-11-07T00:00:00.000Z",NA,NA,NA,5828
"69",3025,"Ectreposebastes imus",5336,11015,11015,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",11015,"selective plankton feeding",NA,NA,NA,NA,NA,NA,NA,3.1,0.3,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-22T00:00:00.000Z",NA,"1999-09-22T00:00:00.000Z",NA,NA,NA,5101
"70",2376,"Enophrys bison",4282,4925,4925,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4925,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.34,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on fish and benthic invertebrates (Ref. 4925).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25T00:00:00.000Z",NA,"1999-12-11T00:00:00.000Z",NA,NA,NA,4086
"71",9456,"Enophrys diceraus",4283,57119,56383,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",57119,"hunting macrofauna (predator)",57119,3.83,0.22,3.22,0.360000014305115,"Troph of juv./adults from 1 study.",57119,3.46,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on benthic invertebrates (Ref. 57119).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2006-07-07T00:00:00.000Z",309,"2006-08-03T00:00:00.000Z",NA,NA,NA,4087
"72",9466,"Erisphex pottii",9559,637,637,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",58458,NA,NA,NA,NA,NA,NA,NA,NA,4.14,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs in shallow waters on sand or mud bottoms.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2006-08-04T00:00:00.000Z",309,"2013-11-16T00:00:00.000Z",NA,NA,NA,9238
"73",1973,"Eucryphycus californicus",3345,3814,3814,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",2850,"hunting macrofauna (predator)",2850,NA,NA,NA,NA,NA,NA,3.285,0.53,"Tentative trophic level derived from 1 + troph of a single food item",12692,"Occurs in dead bottom-drifting kelp or eelgrass that accumulates in submarine canyons and deep basins. Usually found at less than 210 m depth. Feeds mainly on amphipod crustaceans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-10-31T00:00:00.000Z",NA,"2000-10-31T00:00:00.000Z",NA,NA,NA,3149
"74",9768,"Eumesogrammus praecisus",3979,58426,58426,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Occurs over sand to gravel-and-stone bottoms at depths of 16-400 meters, typically shallower than 70 meters (Ref. 51666).  Benthic; feeds on crustaceans (Ref. 58426).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2007-07-11T00:00:00.000Z",10,"2013-11-14T00:00:00.000Z",NA,NA,NA,3783
"75",9752,"Eumicrotremus derjugini",4379,58426,58426,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",58426,"hunting macrofauna (predator)",58426,NA,NA,NA,NA,NA,NA,3.25,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on mud, gravel or stone bottoms at temperatures below 0° C (Ref. 4701).  Young occur in shallower water (Ref. 4701).  Benthic; feeds on crustaceans and oikopleura (Ref. 58426).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2007-07-10T00:00:00.000Z",NA,"2013-11-14T00:00:00.000Z",NA,NA,NA,4183
"76",9459,"Eumicrotremus orbis",4380,2850,2850,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Commonly inshore; often found at low tide attached to rocks (Ref. 2850).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2006-07-07T00:00:00.000Z",NA,"2013-11-14T00:00:00.000Z",NA,NA,NA,4184
"77",32,"Eutrigla gurnardus",78,231,231,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",12224,"hunting macrofauna (predator)",12224,3.87,0.013,3.55,0.55,"Troph of juv./adults from 1905 studies.",12052,4.37,0.0101,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"General migration towards the shore during summer, where it can enter estuaries.        ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-07T00:00:00.000Z",309,"2004-09-13T00:00:00.000Z",711,"2001-05-09T00:00:00.000Z",NA,68
"78",1659,"Gasterosteus aculeatus",2615,4119,4119,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",12070,"hunting macrofauna (predator)",12070,3.31,0.177,3.41,0.39,"Troph of adults from 2 studies.",12070,3.38000011444092,0.4625,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Shoaling species outside the breeding season, especially when young.  Inhabits vegetated areas, usually over mud or sand (Ref. 5723).  In the sea, confined to coastal waters.  Forms schools.  Eggs are found in nests constructed from plant material (Ref. 41678).  Anadromous and nerito-pelagic (Ref. 58426).  Feeds on worms, crustaceans, larvae and adult aquatic insects, drowned aerial insects, and small fishes; has also been reported to feed on their own fry and eggs (Ref. 1998).  Length in freshwater is 8 cm while in saltwater is 11 cm (Ref. 35388).  Preyed upon by American mergansers.",5951,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,"Young associated with drifting seaweed (Ref. 12114, 12115).","Parasites of the species include 5 protozoans, 2 myxosporidians, 4 monogeneans, 12 trematodes, 7 cestodes, 4 nematodes, 2 acanthocephalans, 1 mollusc, 1 branchiuran and 2 copepods (Ref. 5951).",0,NA,0,NA,5723,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-03-05T00:00:00.000Z",309,"2007-08-01T00:00:00.000Z",NA,NA,NA,2420
"79",2015,"Gasterosteus wheatlandi",3468,42285,42285,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",42285,"hunting macrofauna (predator)",47371,3.28,0.093,NA,NA,"Troph of juv./adults from 6 studies.",47371,3.31,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs near shore in beds of vegetation, often around floating vegetation a short distance from shore.  Rarely enters fresh water (Ref. 7251). Semipelagic, swimming near floating seaweed; prefers salinity of 7-14 ppt.  Feeds on small invertebrates, small fishes and eggs.",5951,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,"Parasites of the species include 4 monogeneans (genus <i>Gyrodactylus</i>), 1 trematode (<i>Podocotyle atomon</i>), 3 cestodes (<i>Proteocephalus</i> sp., <i>Schistocephalus solidus</i> and <i>Ligula intestinalis</i>) and 1 copepod (<i>Thersitina gasterostei</i>) (Ref. 5951).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2003-02-19T00:00:00.000Z",309,"2007-08-01T00:00:00.000Z",NA,NA,NA,3272
"80",2956,"Gymnapistes marmoratus",7617,26974,26974,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26974,"hunting macrofauna (predator)",NA,3.28,0.28,3.24,0.34,"Troph of juv./adults from 1 study.",36548,3.68,0.55,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found inshore (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-02-06T00:00:00.000Z",1472,"2008-11-11T00:00:00.000Z",711,"2001-05-10T00:00:00.000Z",NA,7317
"81",9757,"Gymnelus retrodorsalis",14789,NA,58426,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits continental shelves (Ref. 11954).  Benthic (Ref. 58426).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2007-07-10T00:00:00.000Z",NA,"2007-07-10T00:00:00.000Z",NA,NA,NA,15637
"82",2378,"Gymnocanthus tricuspis",4288,4698,4698,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4698,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.46,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Burrows into sand and sand-mud bottoms with salinities of 32-35 ppt, sometimes as low as 16-30 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods and polychaetes (Ref. 4698).  Preyed upon by black guillemots and harp seal, <i>Phoca groenlandica</i>.  Parasite found on the fins was <i>Diocus gobinus</i> (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-20T00:00:00.000Z",1472,"2007-08-01T00:00:00.000Z",NA,NA,NA,4092
"83",2379,"Hemilepidotus hemilepidotus",4289,2850,2850,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6885,"hunting macrofauna (predator)",NA,3.53,0.57,NA,NA,"Troph of juv./adults from 1 study.",37756,3.60999989509582,0.6,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-20T00:00:00.000Z",711,"2004-10-20T00:00:00.000Z",NA,NA,NA,4093
"84",2380,"Hemilepidotus jordani",4290,9021,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9021,"hunting macrofauna (predator)",9021,3.83,NA,3.65,0.51,"Troph of adults from 1 study.",39856,3.5699999332428,0.6008,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-03-20T00:00:00.000Z",309,"2004-09-28T00:00:00.000Z",711,"2001-09-17T00:00:00.000Z",NA,4094
"85",9457,"Hemilepidotus papilio",4311,56383,56383,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,75133,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2006-07-07T00:00:00.000Z",1287,"2013-11-14T00:00:00.000Z",NA,NA,NA,4115
"86",2381,"Hemilepidotus spinosus",4291,2850,2850,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6885,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Occurs in intertidal areas and down to at least 130 or 780 m depth (Ref. 5515).  Usually found in subtidal areas of exposed coasts (Ref. 2850).  Feeds on crustaceans (Ref. 6885).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-20T00:00:00.000Z",309,"2005-07-15T00:00:00.000Z",NA,NA,NA,4095
"87",2382,"Hemitripterus americanus",4293,7251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",7251,"hunting macrofauna (predator)",NA,4.45,0.541,4.29,0.69,"Troph of juv./adults from 2 studies.",37512,3.97,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Larvae feed mainly on the larvae of other fish (Ref. 13548).  Parasites of the species include 2 protozoans, 2 myxosporidians, 9 trematodes, 1 cestode and 2 nematodes (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-06-23T00:00:00.000Z",1472,"2007-08-01T00:00:00.000Z",NA,NA,NA,4097
"88",2383,"Hemitripterus bolini",4294,37756,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,"hunting macrofauna (predator)",NA,4.49,0.79,NA,NA,"Troph of juv./adults from 1 study.",37756,4.1,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,711,"2001-09-13T00:00:00.000Z",NA,"2001-09-14T00:00:00.000Z",NA,NA,NA,4098
"89",5527,"Hemitripterus villosus",12051,9024,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9024,"hunting macrofauna (predator)",9024,4.3,0.385,4.08,0.579999983310699,"Troph of juv./adults from 2 studies.",9024,4.21,0.73,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The principal food at 10-16 cm length are mysids and shrimp. Becomes primarily piscivorous at lengths of 16-18 cm in the second year of life (Ref. 41408).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-03-20T00:00:00.000Z",34,"2002-12-05T00:00:00.000Z",NA,NA,NA,11725
